,NVDA,GOOGL,GOOG,AAPL,MSFT,AMZN,AVGO,META,TSLA,WMT,BRK-B,LLY,JPM,MU,XOM,V,AMD,INTC,JNJ,ORCL,COST,MA,CAT,CVX,BAC,CSCO,NFLX,ABBV,LRCX,KO,PG,UNH,AMAT,PLTR,HD,GE,MS,GEV,GS,MRK,PM,TXN,WFC,RTX,LIN,KLAC,C,AXP,IBM,ANET,PEP,TMUS,SNDK,MCD,NEE,VZ,ADI,QCOM,T,DIS,AMGN,BA,TMO,STX,TJX,BLK,APH,GILD,APP,SCHW,WDC,ISRG,ETN,UNP,DE,CRM,ABT,WELL,BX,PFE
2022-03-08,226.23915057915056,211.68886795366797,64.86508108108107,107.697722007722,92.85170193050193,791.8863166023166,447.96337606177605,19.222934362934364,180.00552895752895,108.85109806949806,236.35337142857142,364.1316664092664,843.3840648648649,277.89462548262543,84.16687876447875,279.02828571428574,207.63726486486485,179.5816386100386,58.7926054054054,239.0248664092664,280.1718038610038,602.5552,671.9352061776061,206.77962625482624,146.577338996139,136.29553359073358,739.9055305019306,90.75196602316602,293.28283088803084,307.8429714285714,536.6747536679536,502.5367938223938,753.8150486486486,359.26185637065635,366.3299814671815,190.65207722007722,329.3923737451737,167.5352664092664,111.75918301158302,94.5965528957529,843.5122177606177,575.6726656370656,1232.1112293436292,683.084508108108,218.3429606177606,564.1980525096525,136.46311814671816,68.19705637065637,183.26849884169883,203.0040447876448,581.0353714285714,805.992993050193,259.7659196911197,647.3101343629344,172.72052972972972,151.8710393822394,844.5670146718146,559.4662532818533,347.50136370656367,491.50578687258684,90.0224803088803,1138.3328833976834,305.7432355212355,339.230572972973,622.7836416988416,74.2498162162162,136.38425482625482,226.80105173745173,283.523494980695,736.2679598455599,890.0021451737451,59.640386100386095,2530.3592108108105,325.4492077220077,63.13994594594594,99.73252664092664,51.55689575289575,138.42484324324323,105.47969111969111,99.72266872586872
2022-03-09,226.3456494208494,216.87516138996136,65.50503011583011,104.2344972972973,93.63070424710425,766.2225961389961,446.6010162162162,18.743879536679536,181.04301312741313,109.01408803088803,244.40954594594592,357.730193050193,860.2474934362933,275.0482007722008,81.84433204633204,275.5507969111969,207.0104803088803,179.69290193050193,59.12895752895753,234.0718332046332,274.40763706563706,618.0947027027028,648.1814872586873,206.56701312741313,146.1372185328185,139.62317837837838,724.6352293436292,90.90091737451736,297.7438656370656,300.49336216216216,521.7736308880309,502.84250965250965,752.4849683397683,366.0575212355212,363.1010733590733,190.55292046332048,330.7378239382239,168.0444972972973,111.83256833976834,93.74896216216216,831.5206749034749,553.3090749034749,1214.489077992278,683.304088030888,222.57125096525095,558.6996648648648,137.28758455598455,65.36706254826254,179.36769266409266,203.16709806949805,554.3733961389961,811.8011675675675,254.274227027027,655.5036231660231,174.69650501930502,156.69173745173745,855.901515057915,561.4590162162162,348.39767258687255,493.95345637065634,90.28991814671815,1144.8056015444015,312.811894980695,336.86752586872586,622.4308262548262,71.38836138996139,141.1014023166023,224.06918455598455,281.6509343629344,765.5327583011582,898.1097359073359,60.40023011583011,2531.182559073359,323.64234903474903,63.898693436293435,100.56850193050192,53.72851274131274,136.46963397683396,105.52547953667953,101.28790424710425
2022-03-10,219.24056525096526,213.2211536679537,65.72094054054054,101.50245096525097,94.54712432432433,740.683176833977,452.37208030888036,18.688745945945946,171.73548725868727,110.35916293436294,245.22944864864866,362.7015660231661,875.5436108108108,267.9672586872587,84.37027953667955,269.74057142857146,200.81781621621624,178.3952617760618,59.691677220077224,229.6144447876448,277.3658162162163,617.4872,661.5934285714286,208.02928803088804,144.84024401544403,138.7814254826255,736.9789235521237,92.2516694980695,297.65054362934364,304.5664633204633,526.910325868726,501.76869189189193,760.6822038610039,369.79481698841704,357.88406640926644,187.0056803088803,318.3687474903475,170.62224092664093,113.41320154440156,95.60126023166025,823.6643613899614,548.485630888031,1253.3380386100387,682.9618471042471,221.74290656370658,526.2601111969112,135.45153822393823,65.7603474903475,177.6071227799228,201.3104030888031,546.7024664092664,785.932206949807,253.33742857142857,664.2632494208494,177.50860540540543,162.74085096525098,864.3421853281855,558.4752926640926,336.64372046332045,490.1633451737452,90.03502857142858,1156.7121976833976,312.27052200772204,335.92454362934365,632.8165034749036,69.91778069498069,142.52508571428572,220.05825945945946,272.68624092664095,774.1298254826255,907.4533884169884,60.5783335907336,2547.619898069498,326.2008787644788,63.50429961389961,100.08380077220077,52.273318918918925,138.80112895752896,104.22153050193052,101.5615613899614
2022-03-11,219.64456216216217,217.21194594594596,67.12838918918919,100.63349189189191,91.18863783783785,739.397145945946,451.9544864864865,18.338183783783787,167.99824864864866,111.41776216216216,250.7859891891892,359.3968864864865,864.6128648648648,269.17341621621625,83.16198918918919,266.52412972972974,202.242,178.85145945945945,60.88434594594595,228.1340972972973,267.834,611.9457837837838,651.9805405405406,207.14662702702705,144.4599783783784,140.82582702702703,733.4190162162163,94.56672432432433,293.84428108108114,300.3542378378379,520.6488108108108,500.4590810810811,755.0368,376.66156756756754,362.2825405405406,191.17211891891895,323.3803783783784,162.64058378378377,111.03366486486486,95.46295135135136,815.5370486486487,558.0047351351352,1241.116854054054,674.6127351351352,220.02865945945948,513.4592972972973,131.9128,67.56172972972973,174.31123243243246,197.31767567567567,546.5113621621622,764.5013513513513,254.82393513513514,667.4823135135135,179.15676756756758,161.44889729729732,854.9513405405406,550.0076324324325,345.3330162162162,482.4852972972973,91.65152432432433,1127.0202594594593,306.79525405405406,342.4670594594595,638.0348540540541,72.37771891891892,137.4772864864865,216.4339027027027,272.04922162162165,775.5613837837839,919.7259027027028,62.11542702702703,2565.8290378378383,318.13104864864863,65.25714594594595,100.17060540540541,54.68954594594595,138.03865945945947,100.09181621621622,102.29791351351352
2022-03-14,217.62625482625484,215.2534749034749,66.38861003861005,99.60752895752896,90.76621621621622,746.2442084942086,456.9718146718147,17.9976833976834,177.0034749034749,112.02277992277993,251.8395752895753,365.69362934362937,850.2625482625483,267.05096525096525,82.00366795366796,267.31679536679536,198.9,184.13166023166025,63.503861003861005,229.76583011583014,258.9086872586873,607.4316602316603,638.2679536679536,206.1069498069498,147.03359073359073,141.17548262548263,733.4942084942085,94.93088803088804,297.25714285714287,294.16563706563704,509.78339768339765,505.0870656370656,731.9681467181468,372.949806949807,362.73011583011584,191.73243243243246,328.79247104247105,157.60772200772203,111.69787644787645,97.68764478764479,791.4353281853282,552.0799227799228,1281.4488416988418,686.4521235521236,217.74440154440154,516.5571428571428,130.8376447876448,67.96389961389961,176.38320463320466,201.90289575289574,531.0694980694981,761.2389961389961,257.32355212355213,658.4119691119691,183.97413127413128,160.2857142857143,840.2988416988418,541.8110038610038,352.4907335907336,480.39440154440155,93.4442084942085,1152.6590733590733,304.3065637065637,332.25810810810816,629.0328185328185,74.08783783783784,135.99671814671814,212.92007722007722,268.4096525096525,779.7978764478764,907.6916988416988,60.46158301158301,2511.159266409267,321.5756756756757,64.64594594594594,98.72142857142858,54.61332046332046,136.8926640926641,101.36003861003861,103.47683397683397
2022-03-15,216.48515057915057,222.14457142857142,67.35202934362935,97.47983320463321,91.11175444015444,742.486488030888,459.49576061776065,17.19479691119691,172.57788725868727,115.55061003861005,251.20938841698842,365.47063474903473,846.8954208494209,263.50263474903477,83.32635984555985,264.9888478764479,192.68605559845562,182.86326949806949,63.13945173745174,221.80992741312744,266.28805405405404,591.9557359073359,628.7665776061776,206.1111861003861,146.34770193050193,145.37329729729728,741.7187752895753,94.89126332046332,298.9749003861004,289.7229776061776,515.4305235521235,498.9837544401545,753.1458841698842,369.89974671814673,363.14781158301156,189.09355366795367,335.0967691119691,158.2472494208494,110.06835366795367,98.16880617760617,773.3820046332046,564.6527212355213,1299.107752895753,688.1658903474903,222.91228416988417,511.365583011583,130.2158918918919,67.15517992277992,182.0857142857143,189.47741003861003,531.9265050193051,765.4391305019305,258.89635830115833,658.5794223938224,186.0227027027027,154.4874254826255,856.2260833976834,546.1784030888031,338.99438764478765,479.8598332046332,90.84600772200773,1163.015905791506,300.75638764478765,339.40777142857144,627.0638301158301,74.94057451737451,137.40089575289576,211.04226409266408,255.82550733590736,783.9921884169884,932.8989328185329,58.946559073359076,2465.5488386100387,307.11462393822393,64.74377451737452,100.49162934362934,54.71429652509653,136.31822393822395,96.06251737451737,102.10579459459458
2022-03-16,218.8868972972973,220.8842918918919,68.00981003861004,98.54141312741314,90.26649266409267,753.6573220077221,466.60318455598457,17.287794594594594,171.54962934362933,115.36675675675676,241.80281853281852,370.32482934362935,833.2776030888031,265.7125173745174,82.59177451737452,262.150661003861,199.11957837837838,181.11350888030887,64.96944092664093,220.4907166023166,269.4121250965251,589.1133328185329,623.1379166023165,203.13404633204632,143.48771119691122,144.5306857142857,718.4028154440155,97.40988416988417,294.9748401544402,285.96196602316604,518.6436772200773,499.5454362934363,742.7848046332047,360.8987011583012,364.83445405405405,191.05128494208492,336.24120926640927,158.63052046332047,110.14204478764479,97.84281698841698,799.2628586872586,562.0058347490346,1287.4930054054055,710.7084185328184,215.33488030888032,514.8063181467182,130.26358146718147,69.5349142857143,182.60909498069498,193.95390270270272,530.7953142857143,769.9316602316602,258.47073204633205,664.1779799227799,185.11813745173743,154.60621312741313,844.3567474903475,552.8847274131274,331.8430054054054,485.88837374517374,90.57151351351351,1150.2139444015445,300.00276447876445,344.0143212355212,620.5895166023166,75.91083397683398,139.98489111969113,204.67882934362936,249.15283706563707,767.9441050193051,930.3923057915058,60.40396756756757,2483.548631660232,301.4196355212355,65.6483583011583,100.56832586872586,53.260576061776064,137.37745482625482,94.62533899613899,102.32957528957529
2022-03-17,213.02460694980695,217.04765096525097,67.93927876447876,98.68753204633204,90.02175752895752,726.233216988417,461.2434718146718,16.554481853281853,173.57123397683398,115.89120926640926,243.49744401544402,375.3037760617761,847.7704586872587,262.2749281853282,83.51013127413128,261.3601528957529,200.188244015444,185.39445868725866,65.7851305019305,215.1689189189189,271.7079335907336,595.6465853281853,627.7719196911197,200.87678455598456,147.4755474903475,144.3180972972973,719.7117544401544,98.4809698841699,296.7216277992278,286.0984308880309,540.7797405405405,505.6543366795367,735.0563722007722,353.3688416988417,354.82461312741316,191.5323057915058,332.12244787644784,155.8757420849421,107.5893776061776,99.78919691119691,797.634871042471,567.613149034749,1293.1578254826256,736.5711613899614,212.0508138996139,509.51016370656373,130.75384864864864,71.6082162162162,185.34527722007724,200.36529729729727,545.1667274131274,801.9431675675676,262.76674285714284,673.5598656370656,188.66010810810812,158.2462888030888,848.2426007722008,553.3013420849421,329.0928694980695,492.7392833976834,90.6512803088803,1152.085705019305,294.3510810810811,337.4733915057915,617.2175768339769,74.6279583011583,141.2983552123552,202.67682625482627,254.3173667953668,760.5323722007722,920.726247104247,60.611240154440154,2464.7489003861006,311.76132046332043,66.2376,98.34326177606178,50.873309652509654,135.78019459459458,98.37277065637066,102.43515984555985
2022-03-18,211.41389961389962,220.1162857142857,67.30828571428572,98.76470733590733,91.42913667953668,703.5067922779923,482.0335243243243,16.696781467181466,172.72023938223938,114.47816833976835,239.9793590733591,377.30989498069493,817.1491382239382,258.908277992278,84.50656061776061,261.62224247104245,195.55294054054053,182.5436108108108,64.76148571428571,223.4890749034749,278.4468555984556,584.3873513513513,629.7675907335907,201.42336370656372,150.83152586872586,142.99446177606177,707.676071042471,98.6958749034749,302.1645451737452,285.8119258687259,547.6603320463321,498.65164015444014,711.6978517374517,354.3001961389961,349.55075830115834,196.85092355212353,326.8852216216216,161.82504864864865,105.78561544401543,100.5838501930502,795.565254054054,569.0868849420849,1275.8681343629344,735.0615459459459,210.83374054054053,500.75594594594594,127.89065945945946,70.35657915057915,180.93096525096524,198.28657142857142,556.3430517374517,794.1984386100386,259.1541081081081,679.4056077220076,192.77997683397683,152.8178332046332,848.0155675675675,556.3430517374517,325.0857451737452,488.44477374517373,91.63563397683397,1172.4228216216216,299.26374980694976,341.75302702702703,616.6402625482625,72.44121853281854,144.7546054054054,205.64180849420848,258.82961235521236,772.3392247104248,901.282037065637,60.680705791505794,2472.2446424710424,316.56035675675673,69.23559382239382,99.1383691119691,51.13266409266409,140.21166486486487,99.62019613899614,103.7796416988417
2022-03-21,199.78727413127413,218.8282084942085,67.72949806949808,96.78732046332046,89.05101930501931,736.4034671814671,483.5237374517374,17.271513513513515,170.0413436293436,113.72461003861004,247.67959845559847,384.2100772200772,834.4392123552124,250.5893127413127,85.71861003861004,265.5015984555984,192.10012355212353,181.2083552123552,64.96723552123552,217.78621621621622,283.31376833976833,578.7382393822394,619.5430501930501,200.05268725868726,150.38111196911194,143.66714285714286,708.3778069498069,102.05626254826254,293.7730115830116,284.2279691119691,543.7331969111968,496.725583011583,681.2073667953667,356.74473359073363,335.6787953667954,195.20644015444017,329.7020849420849,166.02082625482623,105.30020077220077,101.2207027027027,799.7978841698841,572.771359073359,1279.9498918918919,778.5550038610038,215.5449498069498,501.16879536679534,131.28119691119693,70.99309652509652,177.0993667953668,200.74079536679537,556.4435366795366,755.2281389961389,258.4042548262548,664.7026023166023,193.6827722007722,150.98074903474904,846.5597451737452,558.5471814671815,327.89334362934363,493.31453281853277,89.788277992278,1165.143969111969,303.03298069498067,332.60196911196914,624.9299536679537,72.87064864864864,144.03085714285714,206.4127722007722,250.23542857142857,784.7086563706563,913.0703088803089,59.88506563706564,2467.3885637065637,320.3536447876448,67.25765250965252,99.57907335907335,52.86636293436293,141.54383783783786,99.62822393822393,103.80602316602315
